,mRNA,logFC,FDR,Delta,Age 18-40,Age >=40,start,end,diff_exp,Highlight
ENSG00000204518,ENSG00000204518,0.261058588,0.967527611,0.613487681,2.35,2.7,12644547,12667086,No,Not in ML
ENSG00000287425,ENSG00000287425,1.362250948,0.238503346,0.613012926,0.45,1.4,73983449,73985562,No,Not in ML
ENSG00000255860,ENSG00000255860,1.750891531,0.08054487,0.612812036,0.35,1.45,72172455,72177954,No,Not in ML
ENSG00000288074,ENSG00000288074,0.64485052,0.706466344,0.612607994,0.95,1.35,115418862,115438550,No,Not in ML
ENSG00000241438,ENSG00000241438,0.510471923,0.858224438,0.612566307,1.2,1.65,136155549,136155996,No,Not in ML
ENSG00000233497,ENSG00000233497,0.556796405,0.761750321,0.612476045,1.1,1.55,110788026,110788976,No,Not in ML
ENSG00000184224,ENSG00000184224,0.510112646,0.858224438,0.612135176,1.2,1.65,67602880,67606706,No,Not in ML
ENSG00000263257,ENSG00000263257,0.45277245,0.856210766,0.611242807,1.35,1.85,14407668,14418908,No,Not in ML
ENSG00000224893,ENSG00000224893,0.814912307,0.605923846,0.61118423,0.75,1.35,152754903,152875991,No,Not in ML
ENSG00000266171,ENSG00000266171,0.218243929,0.978431203,0.611083001,2.8,3.05,735746,737459,No,Not in ML
ENSG00000231804,ENSG00000231804,0.508905572,0.798958341,0.610686686,1.2,1.65,88484852,88485325,No,Not in ML
ENSG00000244468,ENSG00000244468,1.743804029,0.059957222,0.61033141,0.35,1.45,149284782,149333653,No,Not in ML
ENSG00000280194,ENSG00000280194,0.06742472,1,0.610193716,9.05,9.4,35901561,35903855,No,Not in ML
ENSG00000237419,ENSG00000237419,0.348622858,0.927252839,0.610090001,1.75,2.15,138199933,138203325,No,Not in ML
ENSG00000255059,ENSG00000255059,0.283759528,0.946343065,0.610082985,2.15,2.5,100666459,100666962,No,Not in ML
ENSG00000286110,ENSG00000286110,1.524820208,0.143995158,0.609928083,0.4,1.5,24558060,24912924,No,Not in ML
ENSG00000250892,ENSG00000250892,0.468807546,0.909193639,0.609449809,1.3,1.95,201409,205009,No,Not in ML
ENSG00000166869,ENSG00000166869,0.162507257,0.99057254,0.609402214,3.75,3.5,23755026,23758935,No,Not in ML
ENSG00000276410,ENSG00000276410,0.553933301,0.761750321,0.609326631,1.1,1.5,26043227,26043713,No,Not in ML
ENSG00000250447,ENSG00000250447,3.045124182,8.63395656885012e-05,0.609024836,0.2,2.25,53776048,53819722,UP,Not in ML
ENSG00000232680,ENSG00000232680,0.124237835,0.993317697,0.60876539,4.9,4.9,35432957,35434642,No,Not in ML
ENSG00000224167,ENSG00000224167,0.450621388,0.856210766,0.608338874,1.35,1.8,112849821,112877871,No,Not in ML
ENSG00000257784,ENSG00000257784,4.053588982,3.10632247003994e-07,0.608038347,0.15,3.5,41764144,41774671,UP,Not in ML
ENSG00000221962,ENSG00000221962,1.350664661,0.237116857,0.607799098,0.45,1.4,152339695,152340990,No,Not in ML
ENSG00000233360,ENSG00000233360,0.337474602,0.947129983,0.607454284,1.8,2.25,37641832,37658377,No,Not in ML
ENSG00000268362,ENSG00000268362,0.004532797,1,0.607394762,134,130.9,24033401,24077377,No,Not in ML
ENSG00000236871,ENSG00000236871,0.009474836,1,0.607337001,64.1,55.85,1396427,1399402,No,Not in ML
ENSG00000277855,ENSG00000277855,0.123941617,0.996503719,0.607313924,4.9,5.25,71581721,71628558,No,Not in ML
ENSG00000277589,ENSG00000277589,0.433194796,0.873254481,0.606472714,1.4,1.85,36998598,37000034,No,Not in ML
ENSG00000213956,ENSG00000213956,0.713422585,0.709092632,0.606409197,0.85,1.45,50633124,50633602,No,Not in ML
ENSG00000266290,ENSG00000266290,1.101810872,0.424865408,0.60599598,0.55,1.25,58076891,58083204,No,Not in ML
ENSG00000262402,ENSG00000262402,0.807958008,0.661709206,0.605968506,0.75,1.45,2127430,2127904,No,Not in ML
ENSG00000279135,ENSG00000279135,0.212435155,0.979364321,0.60544019,2.85,3.15,20712431,20714146,No,Not in ML
ENSG00000226942,ENSG00000226942,0.189112454,0.981348384,0.605159852,3.2,3.35,29336,38321,No,Not in ML
ENSG00000229425,ENSG00000229425,0.017668668,1,0.604268437,34.2,38.1,15368966,15627342,No,Not in ML
ENSG00000234801,ENSG00000234801,0.185694889,0.98883512,0.60350839,3.25,3.65,173615936,173616906,No,Not in ML
ENSG00000232124,ENSG00000232124,0.197695466,0.979530224,0.60297117,3.05,3.25,44200602,44207399,No,Not in ML
ENSG00000254398,ENSG00000254398,0.752999898,0.68555172,0.602399919,0.8,1.5,28679405,28682252,No,Not in ML
ENSG00000224414,ENSG00000224414,0.92621496,0.554581419,0.602039724,0.65,1.35,217693895,217696763,No,Not in ML
ENSG00000234512,ENSG00000234512,0.752412602,0.686943115,0.601930082,0.8,1.25,33466249,33468954,No,Not in ML
ENSG00000230246,ENSG00000230246,0.245676239,0.977892861,0.601906785,2.45,2.75,87914493,87923505,No,Not in ML
ENSG00000216723,ENSG00000216723,0.802358125,0.661709206,0.601768594,0.75,1.35,114019621,114020483,No,Not in ML
ENSG00000237351,ENSG00000237351,0.501152771,0.847365395,0.601383325,1.2,1.65,47156638,47158199,No,Not in ML
ENSG00000287834,ENSG00000287834,0.572678065,0.798958341,0.601311968,1.05,1.55,6784614,6796503,No,Not in ML
ENSG00000279414,ENSG00000279414,0.218601213,0.990133582,0.601153335,2.75,3.65,9026821,9027329,No,Not in ML
ENSG00000174678,ENSG00000174678,0.59877139,0.706466344,0.59877139,1,1.45,37541077,37545262,No,Not in ML
ENSG00000256321,ENSG00000256321,1.088648584,0.31347822,0.598756721,0.55,1.3,23175648,23191587,No,Not in ML
ENSG00000276188,ENSG00000276188,0.104052318,0.999167099,0.598300831,5.75,6.3,120709112,120709523,No,Not in ML
ENSG00000278002,ENSG00000278002,0.109767411,0.997351686,0.59823239,5.45,5.65,49863072,49864379,No,Not in ML
ENSG00000223861,ENSG00000223861,0.11349096,0.995453833,0.595827542,5.25,5.35,151557446,151557940,No,Not in ML
ENSG00000239510,ENSG00000239510,0.626874772,0.785085948,0.595531033,0.95,1.6,58564146,58564616,No,Not in ML
ENSG00000213045,ENSG00000213045,2.38161783,0.005723638,0.595404457,0.25,2.1,200329161,200329677,No,Not in ML
ENSG00000264570,ENSG00000264570,0.372081153,0.925344312,0.595329845,1.6,1.8,14629832,14632806,No,Not in ML
ENSG00000269303,ENSG00000269303,0.496031279,0.876886488,0.595237534,1.2,1.65,34998233,35000170,No,Not in ML
ENSG00000232672,ENSG00000232672,0.595133412,0.808841518,0.595133412,1,1.55,77773865,77774864,No,Not in ML
ENSG00000256151,ENSG00000256151,0.743874455,0.68555172,0.595099564,0.8,1.4,130990138,130993976,No,Not in ML
ENSG00000286644,ENSG00000286644,0.208683231,0.989368325,0.594747208,2.85,3.85,181207480,181217864,No,Not in ML
ENSG00000275846,ENSG00000275846,0.258412414,0.97109734,0.594348551,2.3,2.7,26602733,26606661,No,Not in ML
ENSG00000234184,ENSG00000234184,0.914357823,0.521300452,0.594332585,0.65,1.25,80535755,80646791,No,Not in ML
ENSG00000234286,ENSG00000234286,0.185444286,0.98883512,0.593421714,3.2,3.4,23680195,23680786,No,Not in ML
ENSG00000286953,ENSG00000286953,1.695043182,0.122008251,0.593265114,0.35,1.45,97799404,97882687,No,Not in ML
ENSG00000213943,ENSG00000213943,0.194479556,0.991909015,0.593162646,3.05,4.65,12787393,12788671,No,Not in ML
ENSG00000218803,ENSG00000218803,0.65841621,0.709092632,0.592574589,0.9,1.45,111046868,111047521,No,Not in ML
ENSG00000237787,ENSG00000237787,0.257502916,0.965277517,0.592256707,2.3,2.25,153431856,153502697,No,Not in ML
ENSG00000148297,ENSG00000148297,0.000248296,1,0.591154437,2380.85,2367.15,133338312,133348131,No,Not in ML
ENSG00000227777,ENSG00000227777,0.695040042,0.768168664,0.590784036,0.85,1.6,168542737,168543354,No,Not in ML
ENSG00000286631,ENSG00000286631,0.251295495,0.975447039,0.590544413,2.35,2.9,17015817,17034396,No,Not in ML
ENSG00000229163,ENSG00000229163,1.073000637,0.399465609,0.59015035,0.55,1.3,2929001,2931120,No,Not in ML
ENSG00000198798,ENSG00000198798,0.907820801,0.565109189,0.590083521,0.65,1.45,30230436,30237492,No,Not in ML
ENSG00000287278,ENSG00000287278,0.171025609,0.991269355,0.590038352,3.45,4,33384891,33390935,No,Not in ML
ENSG00000258863,ENSG00000258863,1.072014648,0.4713248,0.589608057,0.55,1.35,20528115,20528959,No,Not in ML
ENSG00000236391,ENSG00000236391,1.071780421,0.4713248,0.589479231,0.55,1.3,173338219,173356208,No,Not in ML
ENSG00000256574,ENSG00000256574,0.226650956,0.978431203,0.589292487,2.6,3.05,45302298,45315608,No,Not in ML
ENSG00000286415,ENSG00000286415,0.693236087,0.706466344,0.589250674,0.85,1.35,33599442,33657460,No,Not in ML
ENSG00000224172,ENSG00000224172,0.785041492,0.605923846,0.588781119,0.75,1.3,64735933,64736743,No,Not in ML
ENSG00000260676,ENSG00000260676,3.925086931,6.23278513676233e-07,0.58876304,0.15,4.45,71519962,71578956,UP,Not in ML
ENSG00000234377,ENSG00000234377,0.356586463,0.96497005,0.588367663,1.65,2.25,77919689,78617328,No,Not in ML
ENSG00000257539,ENSG00000257539,0.367593163,0.962778651,0.588149061,1.6,2.45,111381867,111385638,No,Not in ML
ENSG00000288437,ENSG00000288437,0.240056121,0.981779997,0.588137497,2.45,2.95,88003008,88003743,No,Not in ML
ENSG00000218690,ENSG00000218690,0.78303616,0.68555172,0.58727712,0.75,1.35,26272021,26272701,No,Not in ML
ENSG00000213701,ENSG00000213701,0.266762309,0.946343065,0.58687708,2.2,2.5,97056402,97057358,No,Not in ML
ENSG00000253425,ENSG00000253425,0.838377589,0.66177675,0.586864313,0.7,1.5,46549089,46550802,No,Not in ML
ENSG00000222044,ENSG00000222044,0.558513606,0.785085948,0.586439287,1.05,1.4,38032165,38034228,No,Not in ML
ENSG00000230663,ENSG00000230663,0.651122994,0.777651274,0.586010695,0.9,1.6,17552800,17579754,No,Not in ML
ENSG00000213673,ENSG00000213673,0.468762768,0.847365395,0.58595346,1.25,1.6,54419444,54420328,No,Not in ML
ENSG00000227815,ENSG00000227815,0.292851267,0.979530224,0.585702534,2,2.95,176272483,176273402,No,Not in ML
ENSG00000246214,ENSG00000246214,0.124471831,0.99563219,0.585017606,4.7,4.9,16615926,16681905,No,Not in ML
ENSG00000214552,ENSG00000214552,0.487000678,0.847365395,0.584400813,1.2,1.6,68145004,68145630,No,Not in ML
ENSG00000260488,ENSG00000260488,0.507486374,0.82458746,0.58360933,1.15,1.6,11976851,11977850,No,Not in ML
ENSG00000124467,ENSG00000124467,0.555632847,0.798958341,0.58341449,1.05,1.3,42752686,42855691,No,Not in ML
ENSG00000216819,ENSG00000216819,0.353531855,0.915136653,0.583327561,1.65,2,3177044,3179764,No,Not in ML
ENSG00000222036,ENSG00000222036,0.388814899,0.929691915,0.583222349,1.5,1.95,18967434,19003752,No,Not in ML
ENSG00000215349,ENSG00000215349,0.388775312,0.898685437,0.583162968,1.5,2,19304593,19305625,No,Not in ML
ENSG00000247473,ENSG00000247473,0.897051956,0.503904956,0.583083771,0.65,1.15,3029009,3041260,No,Not in ML
ENSG00000244502,ENSG00000244502,0.776698023,0.725749628,0.582523517,0.75,1.55,13476982,13480053,No,Not in ML
ENSG00000280758,ENSG00000280758,0.125259282,0.995739321,0.58245566,4.65,4.7,128630328,128631685,No,Not in ML
ENSG00000251567,ENSG00000251567,2.328012388,0.005981142,0.582003097,0.25,1.8,136118675,136395471,No,Not in ML
ENSG00000267391,ENSG00000267391,0.893522806,0.565109189,0.580789824,0.65,1.35,58445788,58453766,No,Not in ML
ENSG00000196600,ENSG00000196600,1.659229908,0.122008251,0.580730468,0.35,1.5,63163776,63229652,No,Not in ML
ENSG00000262319,ENSG00000262319,0.44627049,0.920070527,0.580151637,1.3,1.9,19141017,19143689,No,Not in ML
ENSG00000224396,ENSG00000224396,0.892407917,0.521300452,0.580065146,0.65,1.3,22435598,22436818,No,Not in ML
ENSG00000287919,ENSG00000287919,0.203492844,0.987123084,0.579954605,2.85,3.35,95282233,95287702,No,Not in ML
ENSG00000106927,ENSG00000106927,0.033221884,1,0.579721884,17.45,22.8,114060127,114078328,No,Not in ML
ENSG00000136488,ENSG00000136488,5.795823584,6.26921044764168e-14,0.579582358,0.1,11.95,63894909,63896661,UP,Not in ML
ENSG00000228808,ENSG00000228808,0.551667321,0.768168664,0.579250687,1.05,1.4,99372173,99372686,No,Not in ML
ENSG00000260498,ENSG00000260498,0.890682121,0.57395104,0.578943379,0.65,1.3,87773304,87779374,No,Not in ML
ENSG00000269176,ENSG00000269176,0.03593913,1,0.578619987,16.1,15.95,62786023,62786785,No,Not in ML
ENSG00000258859,ENSG00000258859,0.192807993,0.987123084,0.578423978,3,3.6,87353070,87573022,No,Not in ML
ENSG00000224215,ENSG00000224215,0.461923734,0.905182275,0.577404668,1.25,1.7,23343957,23345181,No,Not in ML
ENSG00000272599,ENSG00000272599,0.036891401,1,0.577350426,15.65,14.95,73124573,73125532,No,Not in ML
ENSG00000102145,ENSG00000102145,0.134092159,0.997351686,0.576596285,4.3,5.05,48786562,48794311,No,Not in ML
ENSG00000286106,ENSG00000286106,0.287980742,0.950870994,0.575961485,2,2.05,120723946,120793874,No,Not in ML
ENSG00000262118,ENSG00000262118,0.135274977,0.996055889,0.574918653,4.25,4.75,3367719,3369246,No,Not in ML
ENSG00000278177,ENSG00000278177,0.143671833,0.991909015,0.574687333,4,4.3,93226612,93227317,No,Not in ML
ENSG00000267636,ENSG00000267636,0.522270222,0.847365395,0.574497244,1.1,1.6,31421997,31427302,No,Not in ML
ENSG00000214043,ENSG00000214043,0.765793405,0.635054898,0.574345054,0.75,1.3,126438837,126472790,No,Not in ML
ENSG00000214353,ENSG00000214353,0.049919953,1,0.574079454,11.5,10.8,70755035,70773251,No,Not in ML
ENSG00000267610,ENSG00000267610,0.717462575,0.709092632,0.57397006,0.8,1.35,13069792,13071374,No,Not in ML
ENSG00000268333,ENSG00000268333,0.764954602,0.605923846,0.573715952,0.75,1.35,58833809,58836529,No,Not in ML
ENSG00000264705,ENSG00000264705,0.260658038,0.977892861,0.573447683,2.2,2.8,69212277,69214350,No,Not in ML
ENSG00000266278,ENSG00000266278,0.716750918,0.709092632,0.573400734,0.8,1.3,70380140,70384591,No,Not in ML
ENSG00000275223,ENSG00000275223,0.037841574,1,0.57329984,15.15,16.95,33655701,33656423,No,Not in ML
ENSG00000203782,ENSG00000203782,0.347275363,0.929691915,0.573004349,1.65,1.9,153259687,153262124,No,Not in ML
ENSG00000228919,ENSG00000228919,0.190848854,0.990133582,0.572546563,3,3.75,7939001,7940296,No,Not in ML
ENSG00000227914,ENSG00000227914,0.602038715,0.835142446,0.571936779,0.95,1.5,673478,685555,No,Not in ML
ENSG00000214915,ENSG00000214915,1.27050871,0.310243521,0.571728919,0.45,1.35,151515551,151516245,No,Not in ML
ENSG00000267288,ENSG00000267288,0.046291071,1,0.571694731,12.35,12.25,45168800,45171584,No,Not in ML
ENSG00000253657,ENSG00000253657,2.8517723,0.000344979,0.57035446,0.2,2.55,108572643,108573174,UP,Not in ML
ENSG00000280060,ENSG00000280060,0.422342132,0.925344312,0.570161879,1.35,1.85,43894725,43895182,No,Not in ML
ENSG00000267673,ENSG00000267673,0.356340872,0.936929399,0.570145395,1.6,1.95,10310045,10316015,No,Not in ML
ENSG00000279781,ENSG00000279781,0.34515995,0.923547126,0.569513918,1.65,2,32518322,32518934,No,Not in ML
ENSG00000239736,ENSG00000239736,0.874486586,0.661709206,0.568416281,0.65,1.35,41599735,41605984,No,Not in ML
ENSG00000278480,ENSG00000278480,0.667824188,0.768168664,0.56765056,0.85,1.5,15226373,15227549,No,Not in ML
ENSG00000287949,ENSG00000287949,0.217973584,0.96953945,0.566731318,2.6,2.2,107857589,107963516,No,Not in ML
ENSG00000271234,ENSG00000271234,0.377545144,0.929691915,0.566317716,1.5,1.9,170297876,170298375,No,Not in ML
ENSG00000270182,ENSG00000270182,0.419267597,0.885684725,0.566011256,1.35,1.75,27158344,27158976,No,Not in ML
ENSG00000242352,ENSG00000242352,0.390136991,0.936131843,0.565698637,1.45,1.8,143766540,143769083,No,Not in ML
ENSG00000161132,ENSG00000161132,0.033667467,1,0.56561344,16.8,17.2,20299760,20313216,No,Not in ML
ENSG00000226661,ENSG00000226661,0.941976,0.486033226,0.5651856,0.6,1.25,119356301,119393595,No,Not in ML
ENSG00000285524,ENSG00000285524,0.353115022,0.929691915,0.564984036,1.6,1.85,153395484,153396921,No,Not in ML
ENSG00000251081,ENSG00000251081,1.027030275,0.436787214,0.564866651,0.55,1.25,107258700,107301870,No,Not in ML
ENSG00000288005,ENSG00000288005,0.537208133,0.835142446,0.564068539,1.05,1.5,92687222,92697826,No,Not in ML
ENSG00000158955,ENSG00000158955,0.019641881,1,0.562739886,28.65,24.05,46833201,46886730,No,Not in ML
ENSG00000253967,ENSG00000253967,0.250105685,0.975940228,0.562737792,2.25,2.7,70471134,70485687,No,Not in ML
ENSG00000254088,ENSG00000254088,0.224879553,0.977165595,0.562198882,2.5,3.05,86503591,86505061,No,Not in ML
ENSG00000204979,ENSG00000204979,0.535112496,0.858224438,0.561868121,1.05,1.75,60515392,60542721,No,Not in ML
ENSG00000243914,ENSG00000243914,0.431555041,0.881159318,0.561021553,1.3,1.55,31847271,31848148,No,Not in ML
ENSG00000250298,ENSG00000250298,0.361883607,0.918512405,0.560919591,1.55,1.9,106357392,106368778,No,Not in ML
ENSG00000124215,ENSG00000124215,0.014174234,1,0.559882232,39.5,40.85,59958423,60034011,No,Not in ML
ENSG00000224394,ENSG00000224394,2.23939306,0.016275385,0.559848265,0.25,1.65,93818424,93836144,No,Not in ML
ENSG00000219027,ENSG00000219027,0.279668619,0.962778651,0.559337238,2,2.6,1477830,1478583,No,Not in ML
ENSG00000255474,ENSG00000255474,0.133111069,0.993878185,0.559066492,4.2,4.35,4700417,4720102,No,Not in ML
ENSG00000236570,ENSG00000236570,0.399287075,0.925344312,0.559001905,1.4,1.9,18538673,18539899,No,Not in ML
ENSG00000255532,ENSG00000255532,1.01592444,0.521300452,0.558758442,0.55,1.3,49305714,49379669,No,Not in ML
ENSG00000185055,ENSG00000185055,0.040389874,1,0.557380268,13.8,12.6,105565120,105600875,No,Not in ML
ENSG00000261481,ENSG00000261481,0.371546961,0.936929399,0.557320441,1.5,2.05,8869251,8870032,No,Not in ML
ENSG00000275769,ENSG00000275769,0.030619637,1,0.557277386,18.2,16.65,31443792,31444208,No,Not in ML
ENSG00000226535,ENSG00000226535,1.012260185,0.554581419,0.556743102,0.55,1.4,107169569,107171148,No,Not in ML
ENSG00000236603,ENSG00000236603,0.057054928,1,0.556285544,9.75,9.85,30485940,30486590,No,Not in ML
ENSG00000237640,ENSG00000237640,1.010354221,0.486033226,0.555694821,0.55,1.25,99929392,99948620,No,Not in ML
ENSG00000261587,ENSG00000261587,0.086803389,1,0.555541688,6.4,6.3,144352219,144354914,No,Not in ML
ENSG00000237849,ENSG00000237849,0.854660155,0.605923846,0.555529101,0.65,1.15,63975451,63976422,No,Not in ML
ENSG00000262905,ENSG00000262905,0.740348439,0.635054898,0.555261329,0.75,1.3,552566,553417,No,Not in ML
ENSG00000257258,ENSG00000257258,0.235872352,0.987123084,0.554300028,2.35,2.95,29142969,29158537,No,Not in ML
ENSG00000255858,ENSG00000255858,0.526877241,0.858224438,0.553221104,1.05,1.6,26301098,26304645,No,Not in ML
ENSG00000267496,ENSG00000267496,0.920132314,0.605923846,0.552079389,0.6,1.3,43917194,43917985,No,Not in ML
ENSG00000131686,ENSG00000131686,2.206497386,0.018815445,0.551624346,0.25,1.6,8945867,8975092,No,Not in ML
ENSG00000259453,ENSG00000259453,0.525285833,0.808841518,0.551550124,1.05,1.5,85701109,85702771,No,Not in ML
ENSG00000227375,ENSG00000227375,0.250468196,0.970373876,0.551030032,2.2,2.35,197298252,197303755,No,Not in ML
ENSG00000248909,ENSG00000248909,0.440708225,0.889751991,0.550885281,1.25,1.6,78644265,78644845,No,Not in ML
ENSG00000253971,ENSG00000253971,0.282492758,0.96497005,0.550860878,1.95,2.45,142995850,142996482,No,Not in ML
ENSG00000222038,ENSG00000222038,0.367230364,0.947338505,0.550845546,1.5,2,130611440,130658037,No,Not in ML
ENSG00000272563,ENSG00000272563,0.688539914,0.709092632,0.550831931,0.8,1.35,113432600,113436042,No,Not in ML
ENSG00000237756,ENSG00000237756,0.688409688,0.709092632,0.550727751,0.8,1.25,163259850,163260659,No,Not in ML
ENSG00000253140,ENSG00000253140,0.917765687,0.554581419,0.550659412,0.6,1.2,48515852,48518157,No,Not in ML
ENSG00000205810,ENSG00000205810,0.786213304,0.686943115,0.550349313,0.7,1.25,10412315,10420595,No,Not in ML
ENSG00000229240,ENSG00000229240,0.785833621,0.630715156,0.550083535,0.7,1.2,10917866,10952234,No,Not in ML
ENSG00000288172,ENSG00000288172,0.28203971,0.937585051,0.549977435,1.95,2.2,117579854,117593896,No,Not in ML
ENSG00000286509,ENSG00000286509,0.478166663,0.867363793,0.549891663,1.15,1.65,93088856,93091768,No,Not in ML
ENSG00000262884,ENSG00000262884,0.687165806,0.706466344,0.549732645,0.8,1.25,2962248,2965895,No,Not in ML
ENSG00000258919,ENSG00000258919,0.439668107,0.858224438,0.549585133,1.25,1.7,101628984,101632530,No,Not in ML
ENSG00000231253,ENSG00000231253,0.610609459,0.777651274,0.549548513,0.9,1.4,33104330,33145861,No,Not in ML
ENSG00000257022,ENSG00000257022,0.578155514,0.820096659,0.549247738,0.95,1.35,21827210,21887957,No,Not in ML
ENSG00000181819,ENSG00000181819,0.305021481,0.952320652,0.549038665,1.8,2.25,105405647,105407039,No,Not in ML
ENSG00000284196,ENSG00000284196,0.219572289,0.978431203,0.548930722,2.5,3.35,79941531,80074640,No,Not in ML
ENSG00000248991,ENSG00000248991,0.685832423,0.777651274,0.548665938,0.8,1.4,151919468,151943933,No,Not in ML
ENSG00000250060,ENSG00000250060,2.741887445,0.001402978,0.548377489,0.2,1.7,6868554,6888087,UP,Not in ML
ENSG00000285647,ENSG00000285647,0.783331393,0.709092632,0.548331975,0.7,1.35,31367057,31376088,No,Not in ML
ENSG00000139610,ENSG00000139610,0.684837251,0.808841518,0.547869801,0.8,1.45,51328442,51346679,No,Not in ML
ENSG00000254691,ENSG00000254691,0.260849962,0.972313683,0.547784921,2.1,2.45,77850604,77851511,No,Not in ML
ENSG00000245479,ENSG00000245479,0.119032742,0.998054314,0.547550613,4.6,5.15,90660207,90664967,No,Not in ML
ENSG00000215057,ENSG00000215057,0.547102403,0.820096659,0.547102403,1,1.4,5972412,5974012,No,Not in ML
ENSG00000235726,ENSG00000235726,0.084669879,0.99755882,0.54612072,6.45,6.25,234803808,234913384,No,Not in ML
ENSG00000285454,ENSG00000285454,0.362870351,0.915241695,0.544305527,1.5,1.7,42151028,42268110,No,Not in ML
ENSG00000232150,ENSG00000232150,0.084371882,1,0.544198638,6.45,6.35,50172089,50173181,No,Not in ML
ENSG00000241473,ENSG00000241473,0.680193998,0.751951755,0.544155198,0.8,1.35,180820544,180821612,No,Not in ML
ENSG00000238156,ENSG00000238156,0.679746131,0.777651274,0.543796905,0.8,1.2,75454944,75458900,No,Not in ML
ENSG00000173585,ENSG00000173585,0.252668079,0.968313011,0.543236369,2.15,2.35,45886504,45903175,No,Not in ML
ENSG00000233033,ENSG00000233033,0.339480676,0.960406982,0.543169081,1.6,2.1,41520036,41522336,No,Not in ML
ENSG00000283286,ENSG00000283286,0.433701777,0.929691915,0.542127221,1.25,2.05,40415137,40431491,No,Not in ML
ENSG00000229020,ENSG00000229020,0.180701943,0.991909015,0.542105829,3,3.7,112923423,112924337,No,Not in ML
ENSG00000166959,ENSG00000166959,0.601965658,0.777651274,0.541769092,0.9,1.25,60699585,60715807,No,Not in ML
ENSG00000287447,ENSG00000287447,0.327964067,0.936929399,0.54114071,1.65,2,93790505,93801320,No,Not in ML
ENSG00000254413,ENSG00000254413,0.136844646,0.995189287,0.540536353,3.95,4.05,50568869,50582965,No,Not in ML
ENSG00000214190,ENSG00000214190,0.900525152,0.57395104,0.540315091,0.6,1.25,5418373,5418976,No,Not in ML
ENSG00000273989,ENSG00000273989,0.179963844,0.991909015,0.539891533,3,3.6,28236227,28236828,No,Not in ML
ENSG00000285851,ENSG00000285851,0.045351293,1,0.539680392,11.9,13.15,84498350,84556688,No,Not in ML
ENSG00000286268,ENSG00000286268,0.431686021,0.876886488,0.539607527,1.25,1.55,48521806,48545469,No,Not in ML
ENSG00000204362,ENSG00000204362,5.376532719,6.7990327502414e-12,0.537653272,0.1,5.4,17189783,17197617,UP,Not in ML
ENSG00000131482,ENSG00000131482,0.358082629,0.956620138,0.537123943,1.5,2.2,42900797,42914438,No,Not in ML
ENSG00000287867,ENSG00000287867,5.366115125,1.9966376475987e-11,0.536611513,0.1,8.95,51441959,51455913,UP,Not in ML
ENSG00000243089,ENSG00000243089,0.429151886,0.867363793,0.536439857,1.25,1.25,99507187,99529985,No,Not in ML
ENSG00000223374,ENSG00000223374,0.025355243,1,0.536263391,21.15,20.55,241351340,241353104,No,Not in ML
ENSG00000121570,ENSG00000121570,0.261528358,0.968313011,0.536133133,2.05,2.4,109326141,109337572,No,Not in ML
ENSG00000256898,ENSG00000256898,0.356942473,0.94393017,0.53541371,1.5,1.9,73921665,73922196,No,Not in ML
ENSG00000273394,ENSG00000273394,0.35658284,0.925344312,0.53487426,1.5,1.75,113947005,113947570,No,Not in ML
ENSG00000236527,ENSG00000236527,0.222836294,0.979530224,0.534807105,2.4,3.05,62872250,62873076,No,Not in ML
ENSG00000189166,ENSG00000189166,0.237601807,0.975940228,0.534604065,2.25,2.75,56991888,57009149,No,Not in ML
ENSG00000168903,ENSG00000168903,0.222102528,0.975020047,0.533046067,2.4,2.65,180988846,181006727,No,Not in ML
ENSG00000278131,ENSG00000278131,0.426394709,0.920070527,0.532993386,1.25,1.9,91589494,91621421,No,Not in ML
ENSG00000285080,ENSG00000285080,0.819273669,0.635054898,0.532527885,0.65,1.25,43106225,43185779,No,Not in ML
ENSG00000165496,ENSG00000165496,0.462960786,0.889751991,0.532404903,1.15,1.55,46651010,46651781,No,Not in ML
ENSG00000248559,ENSG00000248559,0.033670961,1,0.532001181,15.8,16.1,134399495,134401921,No,Not in ML
ENSG00000259003,ENSG00000259003,0.966949263,0.503904956,0.531822094,0.55,1.25,22556640,22559037,No,Not in ML
ENSG00000279771,ENSG00000279771,0.530608113,0.871152665,0.530608113,1,1.45,115659168,115661417,No,Not in ML
ENSG00000248367,ENSG00000248367,0.017897157,1,0.529755836,29.6,30.1,180293245,180295253,No,Not in ML
ENSG00000233766,ENSG00000233766,0.12173549,0.998054314,0.529549383,4.35,5.25,191846539,192044525,No,Not in ML
ENSG00000244556,ENSG00000244556,0.110180677,0.995682979,0.528867248,4.8,4.85,129028889,129030527,No,Not in ML
ENSG00000273784,ENSG00000273784,0.25791032,0.972313683,0.528716156,2.05,2.3,52600042,52642542,No,Not in ML
ENSG00000214999,ENSG00000214999,0.293188599,0.960406982,0.527739478,1.8,2.1,8079482,8081565,No,Not in ML
ENSG00000261634,ENSG00000261634,0.293037601,0.94393017,0.527467681,1.8,2,69278328,69298795,No,Not in ML
ENSG00000270141,ENSG00000270141,0.554603001,0.835126459,0.526872851,0.95,1.25,169764520,169765060,No,Not in ML
ENSG00000213352,ENSG00000213352,0.178505486,0.987123084,0.526591185,2.95,3.3,62755227,62756233,No,Not in ML
ENSG00000263338,ENSG00000263338,0.350125622,0.950870994,0.525188433,1.5,1.95,3577955,3578853,No,Not in ML
