"","mRNA","logFC","FDR","Delta","Age 18-40","Age >=40","start","end","diff_exp"
"ENSG00000284703","ENSG00000284703",-2.90533178162214,3.271523069278e-05,-22.5163213075716,7.75,0.8,4012921,4019508,"DOWN"
"ENSG00000218823","ENSG00000218823",-3.22674908944936,2.20855171766093e-06,-22.5872436261455,7,0.65,4857738,4862030,"DOWN"
"ENSG00000226482","ENSG00000226482",-4.62690162527511,1.64657670320428e-08,-22.6718179638481,4.9,0.05,186851886,186856123,"DOWN"
"ENSG00000268307","ENSG00000268307",-2.21659542720718,0.00156811979406164,-22.7201031288736,10.25,1.55,58400221,58400679,"DOWN"
"ENSG00000259434","ENSG00000259434",-2.61865492510369,0.000141500118717899,-22.7822978484021,8.7,1.05,37364020,37490864,"DOWN"
"ENSG00000255021","ENSG00000255021",-3.76606869242859,6.65238700730991e-07,-22.9730190238144,6.1,0.25,14272373,14303845,"DOWN"
"ENSG00000170262","ENSG00000170262",-2.94943697690318,1.56966709655041e-05,-23.0056084198448,7.8,0.75,32291813,32314784,"DOWN"
"ENSG00000256288","ENSG00000256288",-2.18210616324737,0.000995106376212705,-23.0212200222597,10.55,2.2,10332861,10338292,"DOWN"
"ENSG00000203908","ENSG00000203908",-2.72677675380385,5.548157836349e-05,-23.0412635696425,8.45,1.15,73362658,73364171,"DOWN"
"ENSG00000277223","ENSG00000277223",-2.97640059861913,1.238385916822e-05,-23.0671046392983,7.75,0.85,71448405,71448850,"DOWN"
"ENSG00000286297","ENSG00000286297",-4.5894557434833,6.19521250576006e-09,-23.1767515045907,5.05,0.1,13491185,13516498,"DOWN"
"ENSG00000251573","ENSG00000251573",-4.04325580412062,3.68361326624063e-08,-23.2487208736936,5.75,0.25,50969217,50970167,"DOWN"
"ENSG00000261235","ENSG00000261235",-2.62441856450442,8.73712822397327e-05,-23.3573252240893,8.9,1.3,82044336,82139631,"DOWN"
"ENSG00000277526","ENSG00000277526",-2.20271588061349,0.000809256609181727,-23.4589241285336,10.65,2.2,2562813,2623382,"DOWN"
"ENSG00000103355","ENSG00000103355",-2.71907299248044,5.91587279439651e-05,-23.5199813849558,8.65,1.1,2783953,2787948,"DOWN"
"ENSG00000225280","ENSG00000225280",-3.95466291965074,1.80208149735077e-07,-23.5302443719219,5.95,0.2,21397740,21400391,"DOWN"
"ENSG00000163046","ENSG00000163046",-2.5466090048084,8.77439368427083e-05,-23.5561332944777,9.25,2.05,132147591,132257969,"DOWN"
"ENSG00000245384","ENSG00000245384",-2.57511693450179,0.000127851960771234,-23.5623199506913,9.15,1.35,104490849,104734546,"DOWN"
"ENSG00000184999","ENSG00000184999",-3.54476707664917,6.65238700730991e-07,-23.572701059717,6.65,0.4,63137867,63369718,"DOWN"
"ENSG00000253868","ENSG00000253868",-2.47163802517106,0.000160475996049418,-23.6041431403836,9.55,1.95,124044395,124171522,"DOWN"
"ENSG00000203857","ENSG00000203857",-3.38851152107523,3.67424159020961e-06,-23.7195806475266,7,0.4,119507198,119515054,"DOWN"
"ENSG00000286513","ENSG00000286513",-3.03637879962422,1.17704262709925e-05,-23.8355735770501,7.85,0.7,114114679,114117390,"DOWN"
"ENSG00000170423","ENSG00000170423",-2.33976225056347,0.000490121511496121,-23.8655749557474,10.2,1.55,52837804,52849092,"DOWN"
"ENSG00000260362","ENSG00000260362",-4.61205084293249,1.50757152750024e-09,-23.9826643832489,5.2,0.15,9666885,9676843,"DOWN"
"ENSG00000170180","ENSG00000170180",-3.07604607054308,1.57763509351951e-05,-24.1469616537632,7.85,0.55,144109303,144140751,"DOWN"
"ENSG00000278685","ENSG00000278685",-2.44256446828125,0.000264569193688359,-24.1813882359844,9.9,1.45,151190873,151205496,"DOWN"
"ENSG00000263366","ENSG00000263366",-2.11917223697755,0.00128677010011674,-24.2645221133929,11.45,2.45,22114844,22118005,"DOWN"
"ENSG00000227338","ENSG00000227338",-2.61032131042372,7.0265619865325e-05,-24.537020317983,9.4,1.65,3263346,3267216,"DOWN"
"ENSG00000258700","ENSG00000258700",-2.66849022424249,5.31697244968214e-05,-24.5501100630309,9.2,1.55,45891087,46501903,"DOWN"
"ENSG00000253474","ENSG00000253474",-2.6493131436611,4.07922495435521e-05,-24.7710778932313,9.35,1.85,49086301,49229174,"DOWN"
"ENSG00000235962","ENSG00000235962",-1.94091533837357,0.00394844645298546,-24.8437163311817,12.8,3.2,33057615,33058407,"DOWN"
"ENSG00000287106","ENSG00000287106",-4.84605448678219,2.09908101049916e-09,-24.9571806069283,5.15,0.05,78273497,78275607,"DOWN"
"ENSG00000186288","ENSG00000186288",-2.47455727456137,0.000242136562903383,-24.9930284730698,10.1,1.6,73077276,73079512,"DOWN"
"ENSG00000261127","ENSG00000261127",-3.20833006187913,4.83478665584616e-06,-25.0249744826572,7.8,0.75,32289547,32310555,"DOWN"
"ENSG00000248975","ENSG00000248975",-2.21700030139993,0.000879890881371545,-25.0521034058192,11.3,2.45,29952397,30297043,"DOWN"
"ENSG00000258692","ENSG00000258692",-2.67119493839866,0.000136362089140373,-25.3763519147872,9.5,1.15,60493766,60496885,"DOWN"
"ENSG00000278254","ENSG00000278254",-4.03927851830218,1.00466200744359e-07,-25.4474546653038,6.3,0.2,9082557,9189857,"DOWN"
"ENSG00000226792","ENSG00000226792",-2.37422821343178,0.000250147192283885,-25.7603761157348,10.85,1.85,51082119,51200252,"DOWN"
"ENSG00000229941","ENSG00000229941",-2.34410553477052,0.000472473359469585,-25.7851608824757,11,1.85,177653419,177723289,"DOWN"
"ENSG00000232188","ENSG00000232188",-3.4397335067191,1.84712729101664e-06,-25.7980013003932,7.5,0.3,160931739,160934380,"DOWN"
"ENSG00000267218","ENSG00000267218",-3.48637349611027,8.20089896042053e-07,-25.799163871216,7.4,0.45,15902300,15903238,"DOWN"
"ENSG00000287272","ENSG00000287272",-5.16606698895249,9.99845394433314e-10,-25.8303349447625,5,0,29268976,29298576,"DOWN"
"ENSG00000279726","ENSG00000279726",-2.38106357257726,0.000317437118284361,-25.8345397624632,10.85,1.85,140785698,140828549,"DOWN"
"ENSG00000234423","ENSG00000234423",-3.29656436866249,1.95631368795471e-06,-26.0428585124337,7.9,0.6,2895048,3126026,"DOWN"
"ENSG00000281106","ENSG00000281106",-1.88962217347369,0.00469740089238354,-26.0767859939369,13.8,3,51813347,51845177,"DOWN"
"ENSG00000184709","ENSG00000184709",-3.6983021275006,1.88041720394319e-07,-26.4428602116293,7.15,0.45,137168758,137170051,"DOWN"
"ENSG00000279047","ENSG00000279047",-3.54955750001624,4.66035464466607e-07,-26.444203375121,7.45,0.5,141046260,141096402,"DOWN"
"ENSG00000233569","ENSG00000233569",-1.9381440759412,0.00325626388888008,-26.5525738403944,13.7,4.4,117643151,117657032,"DOWN"
"ENSG00000088926","ENSG00000088926",-2.8260283901567,2.75282623646405e-05,-26.5646668674729,9.4,1.05,186266189,186289681,"DOWN"
"ENSG00000180673","ENSG00000180673",-3.00795741640852,1.03677699344025e-05,-26.6204231352154,8.85,0.85,62816826,62818794,"DOWN"
"ENSG00000276715","ENSG00000276715",-2.12884353853604,0.00154807235466698,-26.9298707624809,12.65,2.1,37828305,37884743,"DOWN"
"ENSG00000236036","ENSG00000236036",-3.8773472542554,6.37800917115033e-09,-26.947563417075,6.95,0.6,35697487,35699938,"DOWN"
"ENSG00000232633","ENSG00000232633",-2.0274894528979,0.00220115245584564,-27.066984196187,13.35,3.2,113323028,113437174,"DOWN"
"ENSG00000165478","ENSG00000165478",-2.57362643952024,0.000129907761342219,-27.1517589369386,10.55,1.4,124919205,124936412,"DOWN"
"ENSG00000261332","ENSG00000261332",-2.30698090941836,0.000644190540894416,-27.2223747311367,11.8,1.7,30498766,30499554,"DOWN"
"ENSG00000241361","ENSG00000241361",-2.53010636234586,0.000146861542645907,-27.3251487133353,10.8,1.9,108272943,108337853,"DOWN"
"ENSG00000255916","ENSG00000255916",-4.55856765005614,6.97304425011256e-09,-27.3514059003368,6,0.1,132329850,132331575,"DOWN"
"ENSG00000183304","ENSG00000183304",-3.75016747461233,1.67701669460701e-07,-27.37622256467,7.3,0.4,8790795,8801383,"DOWN"
"ENSG00000161609","ENSG00000161609",-1.95280351821261,0.00320017867196584,-27.5345296067978,14.1,3.75,49388219,49417990,"DOWN"
"ENSG00000229672","ENSG00000229672",-3.34376257277372,5.53779878538792e-07,-27.5860412253832,8.25,0.75,3748966,3763712,"DOWN"
"ENSG00000223786","ENSG00000223786",-2.09474810371688,0.00166760967973988,-27.6506749690628,13.2,2.8,74069451,74690727,"DOWN"
"ENSG00000287179","ENSG00000287179",-4.42558536328182,1.99122568163496e-10,-27.6599085205114,6.25,0.45,63569419,63571617,"DOWN"
"ENSG00000235209","ENSG00000235209",-1.88706013664944,0.00484423097999557,-27.9284900224117,14.8,4.15,38921227,38924708,"DOWN"
"ENSG00000248370","ENSG00000248370",-2.38012496241462,0.000275923522340706,-28.2044808046132,11.85,2.35,188159705,188161157,"DOWN"
"ENSG00000237862","ENSG00000237862",-4.15461231096121,3.62967898487564e-08,-28.2513637145363,6.8,0.25,37352190,37355002,"DOWN"
"ENSG00000279601","ENSG00000279601",-1.86783501699505,0.00496622942404588,-28.2977005074751,15.15,3.8,119693568,119696059,"DOWN"
"ENSG00000286831","ENSG00000286831",-2.21704234348303,0.00059998692709204,-28.488994113757,12.85,2.6,142725729,142733437,"DOWN"
"ENSG00000253693","ENSG00000253693",-4.22750037889223,2.12726591851892e-08,-28.5356275575225,6.75,0.2,165349030,165778689,"DOWN"
"ENSG00000277011","ENSG00000277011",-3.22594850837828,2.36339194950937e-06,-28.7109417245667,8.9,0.7,132282814,132284606,"DOWN"
"ENSG00000140835","ENSG00000140835",-2.05970736249866,0.00217943147003836,-28.7329177068563,13.95,2.55,71525233,71538748,"DOWN"
"ENSG00000236268","ENSG00000236268",-3.00949770713842,6.16385531756218e-06,-28.7407031031719,9.55,0.9,82970820,82986208,"DOWN"
"ENSG00000280268","ENSG00000280268",-2.83439563827363,1.67215437852684e-05,-28.7691157284773,10.15,1.2,3439923,3441844,"DOWN"
"ENSG00000229150","ENSG00000229150",-4.03380807726615,3.31604882731367e-08,-28.841727752453,7.15,0.3,208108233,208112511,"DOWN"
"ENSG00000243694","ENSG00000243694",-4.37493252164532,9.40591651682622e-09,-28.8745546428591,6.6,0.25,80993854,81105182,"DOWN"
"ENSG00000185149","ENSG00000185149",-2.45891531872888,0.000254344609396411,-28.8922549950643,11.75,1.6,155208636,155217078,"DOWN"
"ENSG00000254863","ENSG00000254863",-3.78084292509491,2.55822013416793e-07,-28.9234483769761,7.65,0.3,119987952,119995037,"DOWN"
"ENSG00000249574","ENSG00000249574",-2.03915186228009,0.0024881159907216,-28.9559564443773,14.2,2.75,379359,382712,"DOWN"
"ENSG00000203878","ENSG00000203878",-3.5488319883804,7.04965069036008e-07,-29.1004223047193,8.2,0.45,111280059,111286116,"DOWN"
"ENSG00000230010","ENSG00000230010",-2.18370178635006,0.000978726099441403,-29.1524188477733,13.35,2.6,18289343,18359300,"DOWN"
"ENSG00000236106","ENSG00000236106",-2.73286049039913,3.42473587682225e-05,-29.3782502717907,10.75,1.45,5726253,5730355,"DOWN"
"ENSG00000214754","ENSG00000214754",-3.04158518462901,3.76665177713035e-06,-29.5033762909014,9.7,1,47052793,47053674,"DOWN"
"ENSG00000105141","ENSG00000105141",-2.77286907071733,3.46346629494128e-05,-29.5310556031396,10.65,1.2,15049480,15058293,"DOWN"
"ENSG00000257056","ENSG00000257056",-2.76288791757998,2.62828961367614e-05,-29.5629007181057,10.7,1.45,28782909,28785798,"DOWN"
"ENSG00000204250","ENSG00000204250",-3.19824637321108,7.64108220142459e-06,-29.5837789522025,9.25,0.45,102519636,102657514,"DOWN"
"ENSG00000233290","ENSG00000233290",-3.20893969963729,8.92917652073569e-06,-29.682692221645,9.25,0.65,82212413,82848205,"DOWN"
"ENSG00000187416","ENSG00000187416",-2.8172851548031,3.12078619229188e-05,-29.7223583831727,10.55,1.25,104328700,104907232,"DOWN"
"ENSG00000196337","ENSG00000196337",-2.31633955846709,0.000337445210421617,-29.7649633263022,12.85,2.65,49054275,49058860,"DOWN"
"ENSG00000096006","ENSG00000096006",-2.81029537603662,2.14570177866784e-05,-29.7891309859881,10.6,1.25,49727376,49744437,"DOWN"
"ENSG00000283405","ENSG00000283405",-3.31880481772221,1.13263202630605e-06,-29.8692433594999,9,0.7,21089696,21092539,"DOWN"
"ENSG00000250360","ENSG00000250360",-2.52345783116295,0.000140497477494823,-29.9029752992809,11.85,1.9,50965687,50967008,"DOWN"
"ENSG00000169327","ENSG00000169327",-3.48321730233909,3.05384189466209e-07,-29.9556688001162,8.6,0.6,21148370,21159060,"DOWN"
"ENSG00000286251","ENSG00000286251",-2.2708747461323,0.000636137641569873,-29.9755466489464,13.2,2.4,126431694,126735523,"DOWN"
"ENSG00000268940","ENSG00000268940",-4.00268478589287,1.25490706143983e-07,-30.2202701334912,7.55,0.25,135713453,135723539,"DOWN"
"ENSG00000277883","ENSG00000277883",-2.40566247457276,0.000236078013807729,-30.3113471796168,12.6,2.35,107974078,107985008,"DOWN"
"ENSG00000271714","ENSG00000271714",-2.47824009847622,0.000194268934901995,-30.3584412063337,12.25,1.8,74865893,74867854,"DOWN"
"ENSG00000250775","ENSG00000250775",-1.94951538007478,0.0043313182020236,-30.607391467174,15.7,2.95,63465511,63529761,"DOWN"
"ENSG00000227160","ENSG00000227160",-2.7703631569681,1.40356618771744e-05,-30.6125128844975,11.05,2.05,32112049,32343409,"DOWN"
"ENSG00000205022","ENSG00000205022",-2.67950534306477,5.08929101137529e-05,-30.8143114452448,11.5,1.65,88863333,88866660,"DOWN"
"ENSG00000205018","ENSG00000205018",-1.95074780369909,0.00308097769984677,-30.8218152984457,15.8,4.25,88939789,88951524,"DOWN"
"ENSG00000255051","ENSG00000255051",-3.4107289751991,4.1787763636715e-07,-30.8670972255519,9.05,0.8,83132056,83134737,"DOWN"
"ENSG00000100170","ENSG00000100170",-2.10075538201303,0.00140135915682447,-30.9861418846922,14.75,2.95,32043261,32113029,"DOWN"
"ENSG00000128250","ENSG00000128250",-2.1613135852149,0.000778908964614453,-31.0148499478339,14.35,3.1,29438583,29442455,"DOWN"
"ENSG00000287332","ENSG00000287332",-3.65138223642671,4.70349009361309e-07,-31.0367490096271,8.5,0.35,142111414,142185527,"DOWN"
"ENSG00000273367","ENSG00000273367",-3.7791315576519,5.32197999622956e-08,-31.3667919285108,8.3,0.5,234372186,234372811,"DOWN"
"ENSG00000145826","ENSG00000145826",-3.20162662835017,2.00903562666106e-06,-31.5360222892491,9.85,0.95,135922279,135954983,"DOWN"
"ENSG00000251629","ENSG00000251629",-2.93457005075125,6.6760433319851e-06,-31.6933565481135,10.8,1.35,20611806,20937800,"DOWN"
"ENSG00000248103","ENSG00000248103",-2.50189569779615,0.000129202673020997,-31.774075362011,12.7,2.1,181281375,181283652,"DOWN"
"ENSG00000274766","ENSG00000274766",-2.19617114224105,0.00130643854188975,-32.0640986767193,14.6,2.35,113883667,113887149,"DOWN"
"ENSG00000230725","ENSG00000230725",-2.04278635744596,0.00177313276364908,-32.1738851297739,15.75,3.7,25139652,25149372,"DOWN"
"ENSG00000258592","ENSG00000258592",-2.47540556671016,0.000152974052416142,-32.180272367232,13,2.15,57066260,57112660,"DOWN"
"ENSG00000223637","ENSG00000223637",-5.5010581337748,5.16045764957187e-11,-32.1811900825826,5.85,0,21394991,21401585,"DOWN"
"ENSG00000250788","ENSG00000250788",-3.39855619725678,1.46694317251594e-07,-32.4562116838022,9.55,1.05,34164773,34166954,"DOWN"
"ENSG00000282863","ENSG00000282863",-2.45038578331897,0.000125012914653134,-32.4676116289763,13.25,2.6,78179174,78675109,"DOWN"
"ENSG00000188293","ENSG00000188293",-1.96290284154716,0.00357056118994036,-32.4860420276055,16.55,2.85,46229742,46231243,"DOWN"
"ENSG00000286496","ENSG00000286496",-4.45210130660271,1.87348804425091e-10,-32.5003395381998,7.3,0.5,241357343,241364054,"DOWN"
"ENSG00000196427","ENSG00000196427",-2.50894322738476,8.85479657337366e-05,-32.7417091173711,13.05,2.75,108223341,108244081,"DOWN"
"ENSG00000260611","ENSG00000260611",-5.21052313957837,7.75624875421635e-11,-32.8262957793437,6.3,0.05,35785569,35786887,"DOWN"
"ENSG00000224017","ENSG00000224017",-2.11550596764841,0.00126438265556707,-32.8961177969329,15.55,3.15,41089539,41133507,"DOWN"
"ENSG00000233928","ENSG00000233928",-3.3253615745517,5.3881370738791e-07,-32.9210795880618,9.9,1.1,33726337,34346527,"DOWN"
"ENSG00000146809","ENSG00000146809",-2.01685830612577,0.00174391329871089,-32.9756333051564,16.35,4.4,123567010,123639481,"DOWN"
"ENSG00000253230","ENSG00000253230",-2.77109328711814,2.93579122100588e-05,-32.9760101167059,11.9,1.35,9899871,9906678,"DOWN"
"ENSG00000257431","ENSG00000257431",-2.79278782661421,1.67215437852684e-05,-33.0945357453783,11.85,1.9,82512677,82515817,"DOWN"
"ENSG00000134160","ENSG00000134160",-2.12149571896715,0.00154527946912829,-33.4135575737326,15.75,2.1,31001061,31161273,"DOWN"
"ENSG00000251320","ENSG00000251320",-1.91163559616618,0.00455252502571358,-33.4536229329081,17.5,3.55,147887112,147887704,"DOWN"
"ENSG00000129455","ENSG00000129455",-3.54180915778283,5.48746229083198e-07,-33.4700965410477,9.45,0.5,50996007,51002711,"DOWN"
"ENSG00000022355","ENSG00000022355",-2.20331129632342,0.000765027074440705,-33.4903317041161,15.2,2.75,161847063,161899981,"DOWN"
"ENSG00000180016","ENSG00000180016",-4.14339248438743,9.52304029407855e-09,-33.5614791235382,8.1,0.3,3397104,3398410,"DOWN"
"ENSG00000168267","ENSG00000168267",-3.6730145949014,4.77093965198857e-08,-33.6080835433478,9.15,0.75,23192312,23194245,"DOWN"
"ENSG00000230805","ENSG00000230805",-2.42870364525801,0.000209096336321902,-33.8804158513492,13.95,2.2,101071978,101077910,"DOWN"
"ENSG00000272942","ENSG00000272942",-4.52198892813657,1.29790840891751e-09,-33.9149169610243,7.5,0.2,25434324,25435070,"DOWN"
"ENSG00000274330","ENSG00000274330",-2.71795176546241,2.42090028328179e-05,-33.9743970682802,12.5,1.95,70230224,70232426,"DOWN"
"ENSG00000253563","ENSG00000253563",-3.25833361320588,1.45861123024294e-06,-34.2125029386618,10.5,0.8,36519278,36523016,"DOWN"
"ENSG00000269274","ENSG00000269274",-4.39128040976799,2.8119718984099e-08,-34.2519871961903,7.8,0.1,20295089,20303794,"DOWN"
"ENSG00000259674","ENSG00000259674",-2.19076668641191,0.0008544262751354,-34.2854986423464,15.65,2.75,59406963,59408154,"DOWN"
"ENSG00000232480","ENSG00000232480",-1.97294295410224,0.00283165464278386,-34.5265016967893,17.5,3.85,218344196,218345678,"DOWN"
"ENSG00000188089","ENSG00000188089",-3.41793629657125,7.05128103527818e-07,-35.0338470398553,10.25,0.75,41981582,42051190,"DOWN"
"ENSG00000233850","ENSG00000233850",-3.31182612075438,2.08237929482046e-06,-35.2709481860341,10.65,0.75,95025193,95026709,"DOWN"
"ENSG00000286063","ENSG00000286063",-3.44198131091653,1.57010440851617e-07,-35.2803084368945,10.25,1,48324812,48367976,"DOWN"
"ENSG00000261949","ENSG00000261949",-2.14107895307223,0.000999365169876409,-35.4348566733453,16.55,3.7,49423749,49428987,"DOWN"
"ENSG00000063015","ENSG00000063015",-1.88190368504708,0.00416569737805814,-35.6620748316422,18.95,5.4,28954901,29006440,"DOWN"
"ENSG00000163288","ENSG00000163288",-2.62609608069212,5.34708144398462e-05,-35.7149066974128,13.6,2.25,46993723,47426447,"DOWN"
"ENSG00000271996","ENSG00000271996",-3.82546424948543,6.35534550198727e-09,-35.7680907326888,9.35,1.15,177306373,177310572,"DOWN"
"ENSG00000265843","ENSG00000265843",-2.59262078706286,6.98402508064844e-05,-35.7781668614674,13.8,2.05,77970637,77993731,"DOWN"
"ENSG00000072315","ENSG00000072315",-2.65095371750329,4.40322273400774e-05,-35.9204228721695,13.55,1.75,111774315,112082776,"DOWN"
"ENSG00000169006","ENSG00000169006",-2.8558577892166,2.59035754890431e-05,-35.9838081441291,12.6,1,11658178,11670195,"DOWN"
"ENSG00000273328","ENSG00000273328",-1.87460976918763,0.00466552235557041,-36.0862380568618,19.25,4.95,42809414,42908105,"DOWN"
"ENSG00000286811","ENSG00000286811",-2.08658541736488,0.00119838279407117,-36.0979277204124,17.3,3.85,48069213,48111078,"DOWN"
"ENSG00000261226","ENSG00000261226",-2.17555550663367,0.000728795849215343,-36.2229991854507,16.65,3.95,88936779,88939651,"DOWN"
"ENSG00000286785","ENSG00000286785",-1.89919814695025,0.00402292958274602,-36.5595643287924,19.25,4.55,958323,1101400,"DOWN"
"ENSG00000225603","ENSG00000225603",-3.54639763127363,2.09037592983667e-07,-36.8825353652458,10.4,0.7,147050817,147052481,"DOWN"
"ENSG00000234477","ENSG00000234477",-3.23838871022723,1.39569882459686e-06,-37.0795507321018,11.45,0.9,40921430,40975926,"DOWN"
"ENSG00000285637","ENSG00000285637",-1.89264155893382,0.00403954436163422,-37.0957745551028,19.6,4.75,12958503,13034326,"DOWN"
"ENSG00000203280","ENSG00000203280",-3.17700973406108,1.06923412971903e-06,-37.1710138885147,11.7,1.25,25102433,25112692,"DOWN"
"ENSG00000233508","ENSG00000233508",-2.29529015962705,0.000338366619941162,-37.1837005859582,16.2,3.45,43189998,43202599,"DOWN"
"ENSG00000171931","ENSG00000171931",-1.91913151723457,0.00317149177163305,-37.3271080102124,19.45,6.3,18744026,18779349,"DOWN"
"ENSG00000266885","ENSG00000266885",-2.39889570539941,0.000199335619000737,-37.4227730042308,15.6,2.95,22435390,22439033,"DOWN"
"ENSG00000120440","ENSG00000120440",-2.87917844443939,6.31521942701159e-06,-37.429319777712,13,2.4,167325071,167359503,"DOWN"
"ENSG00000237480","ENSG00000237480",-4.42834646517711,1.6613643929345e-09,-37.6409449540055,8.5,0.25,105956694,106124564,"DOWN"
"ENSG00000249267","ENSG00000249267",-2.95217081464588,6.75796827237012e-06,-37.7877864274673,12.8,1.35,125958688,125983665,"DOWN"
"ENSG00000236668","ENSG00000236668",-2.16557988894495,0.000775362451354214,-37.7893690620894,17.45,3.55,124006277,124009396,"DOWN"
"ENSG00000251623","ENSG00000251623",-3.08305636204671,3.587128596297e-06,-38.0757460712769,12.35,1.1,176119545,176156937,"DOWN"
"ENSG00000167759","ENSG00000167759",-2.42104702272348,0.000194319272661662,-38.1314906078949,15.75,2.35,51055626,51065114,"DOWN"
"ENSG00000287666","ENSG00000287666",-1.93679729411407,0.0031399650415107,-38.2517465587528,19.75,5.15,126121889,126128081,"DOWN"
"ENSG00000167183","ENSG00000167183",-1.94045466689998,0.00297974621059842,-38.5180251379647,19.85,4.75,47951967,47957883,"DOWN"
"ENSG00000280089","ENSG00000280089",-6.02462548609752,3.87187570991645e-13,-38.858834385329,6.45,0,70705605,70706068,"DOWN"
"ENSG00000249061","ENSG00000249061",-4.86314796771039,1.3215737474233e-10,-38.9051837416831,8,0.15,86967321,87137712,"DOWN"
"ENSG00000286611","ENSG00000286611",-2.79389803867912,1.45308447796499e-05,-38.9748776395738,13.95,1.95,170820066,170821295,"DOWN"
"ENSG00000279711","ENSG00000279711",-2.697544754362,2.2748391369014e-05,-38.979521700531,14.45,2.5,133064697,133068129,"DOWN"
"ENSG00000242268","ENSG00000242268",-2.17397522650079,0.000698973577835491,-39.0228553156891,17.95,4.2,168902194,168924590,"DOWN"
"ENSG00000225574","ENSG00000225574",-5.39237537148547,1.5873673598344e-11,-39.0947214432697,7.25,0.05,8783514,8784461,"DOWN"
"ENSG00000284823","ENSG00000284823",-4.95620350809006,1.99559037976563e-10,-39.1540077139115,7.9,0.1,4714098,4724885,"DOWN"
"ENSG00000286544","ENSG00000286544",-4.45485516328796,3.22512909189763e-09,-39.2027254369341,8.8,0.2,97725172,97730339,"DOWN"
"ENSG00000155918","ENSG00000155918",-2.50812275480406,0.000127658595825026,-39.2521211126836,15.65,2,150018334,150025532,"DOWN"
"ENSG00000230096","ENSG00000230096",-3.20785303228332,1.58078354842319e-06,-39.4565922970848,12.3,0.95,4415305,4426179,"DOWN"
"ENSG00000268621","ENSG00000268621",-2.44086774957985,0.000156352218946657,-39.5420575431936,16.2,2.85,46189029,46203160,"DOWN"
"ENSG00000226145","ENSG00000226145",-2.98686697945964,7.65156390735354e-06,-39.5759874778402,13.25,1.25,16817983,16822579,"DOWN"
"ENSG00000250723","ENSG00000250723",-2.12386930235125,0.000967141119084031,-39.6101624888507,18.65,4.4,33850591,33982349,"DOWN"
"ENSG00000151615","ENSG00000151615",-4.73385652239339,1.21874012078314e-10,-40.0010876142242,8.45,0.25,146638893,146642474,"DOWN"
"ENSG00000283692","ENSG00000283692",-3.63679523532063,8.68319917931958e-08,-40.186587350293,11.05,0.7,137573752,137981780,"DOWN"
"ENSG00000253886","ENSG00000253886",-5.25963123082167,6.32581598634077e-11,-40.2361789157858,7.65,0.05,154493576,154494743,"DOWN"
"ENSG00000282142","ENSG00000282142",-2.41727694820472,0.000131738098341181,-40.3685250350189,16.7,3.1,2517898,2556440,"DOWN"
"ENSG00000163825","ENSG00000163825",-3.36501110667893,6.31253584068646e-07,-40.3801332801471,12,0.85,46497976,46500950,"DOWN"
"ENSG00000180269","ENSG00000180269",-4.96719096629972,1.80783168246108e-10,-40.4826063753427,8.15,0.15,20028239,20073890,"DOWN"
"ENSG00000263612","ENSG00000263612",-2.42640474008472,0.000146370492042409,-40.642279396419,16.75,3.65,144713899,144714845,"DOWN"
"ENSG00000280435","ENSG00000280435",-1.87030359559037,0.00441401628242312,-40.7726183838701,21.8,5.4,44115818,44117487,"DOWN"
"ENSG00000288580","ENSG00000288580",-2.96992436122513,4.08292386986076e-06,-40.9849561849068,13.8,1.65,2923568,2926689,"DOWN"
"ENSG00000124092","ENSG00000124092",-2.17271224161649,0.000691239100942826,-41.0642613665516,18.9,4.6,57495966,57525652,"DOWN"
"ENSG00000288648","ENSG00000288648",-2.3568884215064,0.000431002851438885,-41.1277029552867,17.45,2.7,164228331,164231610,"DOWN"
"ENSG00000288002","ENSG00000288002",-2.71771074952736,2.85639782715077e-05,-41.1733178553396,15.15,2.05,8207019,8366437,"DOWN"
"ENSG00000150361","ENSG00000150361",-4.53806836382637,9.10295863009803e-10,-41.5233255290113,9.15,0.2,69700594,70108493,"DOWN"
"ENSG00000102195","ENSG00000102195",-2.52862287349772,8.44373637375262e-05,-41.7222774127124,16.5,2.9,151176584,151181465,"DOWN"
"ENSG00000123584","ENSG00000123584",-5.22019779705773,5.78660903690641e-12,-42.0225922663147,8.05,0.15,149781930,149787737,"DOWN"
"ENSG00000246130","ENSG00000246130",-3.37238097407205,1.25089847324436e-07,-42.1547621759006,12.5,2.05,23068229,23083619,"DOWN"
"ENSG00000231107","ENSG00000231107",-2.83838085655253,7.80611166902459e-06,-42.2918747626327,14.9,2.1,90300885,90433566,"DOWN"
"ENSG00000139865","ENSG00000139865",-2.55664813739458,5.9756179119853e-05,-42.5681914876198,16.65,3,37595847,38041442,"DOWN"
"ENSG00000263639","ENSG00000263639",-3.48442984061874,4.25751793170617e-07,-43.0327085316415,12.35,0.8,46033307,46048180,"DOWN"
"ENSG00000068781","ENSG00000068781",-2.24256042021428,0.000410611024796159,-43.0571600681142,19.2,6,48529925,48776517,"DOWN"
"ENSG00000256982","ENSG00000256982",-2.13055236624165,0.00106020933080319,-43.3567406530176,20.35,4.2,89046172,89052966,"DOWN"
"ENSG00000206172","ENSG00000206172",-1.87479119084412,0.00442045012264031,-43.682634746668,23.3,5.55,176680,177522,"DOWN"
